Text,text,compound,negative,neutral,positive,sentiment
These module products will be available for trials during 3Q-07 and for volume deliveries during 4Q-07 .,These module products will be available for trials during 3Q-07 and for volume deliveries during 4Q-07 .,0.0,0.0,1.0,0.0,neutral
"Operating loss totalled EUR 0.9 mn , down from a profit of EUR 2.7 mn .","Operating loss totalled EUR 0.9 mn , down from a profit of EUR 2.7 mn .",0.1531,0.142,0.679,0.179,positive
LONDON AFX - Fortum said it has agreed to sell its industrial maintenance service operations to funds managed by CapMan for an undisclosed sum .,LONDON AFX - Fortum said it has agreed to sell its industrial maintenance service operations to funds managed by CapMan for an undisclosed sum .,0.2732,0.0,0.913,0.087,positive
Global Banking News - 28 September 2010 Tieto Corporation and Pohjola Bank ( PINK : POJLF ) are to cooperate on SWIFT services .,Global Banking News - 28 September 2010 Tieto Corporation and Pohjola Bank ( PINK : POJLF ) are to cooperate on SWIFT services .,0.368,0.0,0.877,0.123,positive
The current reference grade instruments are challenging to operate due to their high price and complexity for routine use .,The current reference grade instruments are challenging to operate due to their high price and complexity for routine use .,0.1531,0.0,0.918,0.082,positive
UPDATE 1-Dairy Crest loses a third of Morrisons milk contract,UPDATE 1-Dairy Crest loses a third of Morrisons milk contract,-0.3182,0.223,0.777,0.0,negative
Deutsche Bank Downgraded Starbucks Co. $SBUX https://t.co/QqlEvVwPMV https://t.co/f2PdQjuTHa,Deutsche Bank Downgraded Starbucks Co. $SBUX https://t.co/QqlEvVwPMV https://t.co/f2PdQjuTHa,0.0,0.0,1.0,0.0,neutral
EuroChem CFO Andrey Ilyin said : `` This facility marks another important step for EuroChem in securing the long-term financing necessary for our potash and other strategic projects '' .,EuroChem CFO Andrey Ilyin said : `` This facility marks another important step for EuroChem in securing the long-term financing necessary for our potash and other strategic projects '' .,0.4767,0.0,0.864,0.136,positive
"Finnish construction group YIT has been awarded a contract to install heating , air conditioning and cooling systems to the new head office of the automobile association ADAC in Munich in Germany .","Finnish construction group YIT has been awarded a contract to install heating , air conditioning and cooling systems to the new head office of the automobile association ADAC in Munich in Germany .",0.4019,0.0,0.915,0.085,positive
No financial details of the deployment were disclosed .,No financial details of the deployment were disclosed .,-0.296,0.239,0.761,0.0,negative
"At some point , it will spread also to Iran and Iraq .","At some point , it will spread also to Iran and Iraq .",0.0,0.0,1.0,0.0,neutral
Pretax profit totaled EUR 4.9 mn compared to EUR 5.2 mn in the first quarter of 2005 .,Pretax profit totaled EUR 4.9 mn compared to EUR 5.2 mn in the first quarter of 2005 .,0.4404,0.0,0.847,0.153,positive
Talvivaara is listed on the London Stock Exchange Main Market and NASDAQ OMX Helsinki and is included in the FTSE 250 Index .,Talvivaara is listed on the London Stock Exchange Main Market and NASDAQ OMX Helsinki and is included in the FTSE 250 Index .,0.0,0.0,1.0,0.0,neutral
The sales price was not disclosed .,The sales price was not disclosed .,0.0,0.0,1.0,0.0,neutral
The value of the total investment is about EUR 600mn .,The value of the total investment is about EUR 600mn .,0.34,0.0,0.789,0.211,positive
The availability of the Internet services is highlighted in the service offer of Kesko 's K-Group stores .,The availability of the Internet services is highlighted in the service offer of Kesko 's K-Group stores .,0.0,0.0,1.0,0.0,neutral
"The share capital of Biotie Therapies Corp. constitutes 90,211,860 shares in the aggregate and the number of voting rights attached to the shares amounts to 90,211,860 .","The share capital of Biotie Therapies Corp. constitutes 90,211,860 shares in the aggregate and the number of voting rights attached to the shares amounts to 90,211,860 .",0.7096,0.0,0.736,0.264,positive
Profit for the period fell to EUR 1.6 mn from EUR 7.5 mn in January-September 2008 .,Profit for the period fell to EUR 1.6 mn from EUR 7.5 mn in January-September 2008 .,0.4404,0.0,0.838,0.162,positive
End Of Day Scan: Stochastic Overbought $JDST $FREE $BLRX $LPG $AFSI $DVAX $HDGE $AHT $ALR $ASMB  www.dailystockplays.com,End Of Day Scan: Stochastic Overbought $JDST $FREE $BLRX $LPG $AFSI $DVAX $HDGE $AHT $ALR $ASMB  www.dailystockplays.com,0.0,0.0,1.0,0.0,neutral
"ALEXANDRIA , Va. , Jan. 9 -- United States Patent no. 7,862,685 , issued on Jan. 4 , was assigned to Kemira Chemicals Inc. ( Marietta , Ga. ) .","ALEXANDRIA , Va. , Jan. 9 -- United States Patent no. 7,862,685 , issued on Jan. 4 , was assigned to Kemira Chemicals Inc. ( Marietta , Ga. ) .",0.1531,0.096,0.783,0.122,positive
"As part of the reorganization , Kauko-Telko Ltd will be divided into Telko Ltd , Leipurin Ltd , Hamina Terminal Services Ltd and Kaukomarkkinat Ltd. .","As part of the reorganization , Kauko-Telko Ltd will be divided into Telko Ltd , Leipurin Ltd , Hamina Terminal Services Ltd and Kaukomarkkinat Ltd. .",0.0,0.0,1.0,0.0,neutral
"CompaniesNew Aggreko CEO to reshape business, strip costs","CompaniesNew Aggreko CEO to reshape business, strip costs",0.0,0.0,1.0,0.0,neutral
"Germany 's innovational centers are united in focusing at companies , which aim at use of technologies and development of new kinds of activity , through supporting the beginner companies with the entire spectrum of their services .","Germany 's innovational centers are united in focusing at companies , which aim at use of technologies and development of new kinds of activity , through supporting the beginner companies with the entire spectrum of their services .",0.6908,0.0,0.853,0.147,positive
"Finnish power supply solutions and systems provider Efore Oyj said its net loss widened to 3.2 mln euro $ 4.2 mln for the first quarter of fiscal 2006-2007 ending October 31 , 2007 from 900,000 euro $ 1.2 mln for the same period of fiscal 2005-06 .","Finnish power supply solutions and systems provider Efore Oyj said its net loss widened to 3.2 mln euro $ 4.2 mln for the first quarter of fiscal 2006-2007 ending October 31 , 2007 from 900,000 euro $ 1.2 mln for the same period of fiscal 2005-06 .",-0.1531,0.051,0.911,0.038,negative
AstraZeneca sells Caprelsa rights to Sanofi unit,AstraZeneca sells Caprelsa rights to Sanofi unit,0.0,0.0,1.0,0.0,neutral
what #stocks large players are selling http://stks.co/t0Vel $CROX $GOGO $INO,what #stocks large players are selling http://stks.co/t0Vel $CROX $GOGO $INO,0.0,0.0,1.0,0.0,neutral
The carrier said its Area travel agency is to sell most of its outlets to sister chain Suomen Matkatoimisto (SMT)and use its remaining bricks-and-mortar presence to primarily target business customers going forward .,The carrier said its Area travel agency is to sell most of its outlets to sister chain Suomen Matkatoimisto (SMT)and use its remaining bricks-and-mortar presence to primarily target business customers going forward .,0.0,0.0,1.0,0.0,neutral
"Profit before taxes decreased by 9 % to EUR 187.8 mn in the first nine months of 2008 , compared to EUR 207.1 mn a year earlier .","Profit before taxes decreased by 9 % to EUR 187.8 mn in the first nine months of 2008 , compared to EUR 207.1 mn a year earlier .",0.4404,0.0,0.884,0.116,positive
EU regulator backs approval for GSK injectable asthma drug,EU regulator backs approval for GSK injectable asthma drug,0.4404,0.106,0.619,0.274,positive
$AAPL 620 resistance area,$AAPL 620 resistance area,0.0,0.0,1.0,0.0,neutral
"---------------------------------------------------------------------- -------------- Munich , 14 January 2008 : BAVARIA Industriekapital AG closed the acquisition of Elcoteq Communications Technology GmbH in Offenburg , Germany , with the approval of the","---------------------------------------------------------------------- -------------- Munich , 14 January 2008 : BAVARIA Industriekapital AG closed the acquisition of Elcoteq Communications Technology GmbH in Offenburg , Germany , with the approval of the",0.4767,0.0,0.886,0.114,positive
"Technopolis , St. Petersburg 's Telecommunications University and the Russian Support Fund for Legislative Initiatives signed a protocol of intent in May of this year to set up a technopark in St. Petersburg on the base of the St. Petersburg Telecommunications University .","Technopolis , St. Petersburg 's Telecommunications University and the Russian Support Fund for Legislative Initiatives signed a protocol of intent in May of this year to set up a technopark in St. Petersburg on the base of the St. Petersburg Telecommunications University .",0.4019,0.0,0.934,0.066,positive
Finnish property investment company Citycon plans to issue directed subordinated convertible bonds to institutional investors .,Finnish property investment company Citycon plans to issue directed subordinated convertible bonds to institutional investors .,0.0,0.0,1.0,0.0,neutral
Aspocomp intends to set up a plant to manufacture printed circuit boards with an investment of Rs310 crore .,Aspocomp intends to set up a plant to manufacture printed circuit boards with an investment of Rs310 crore .,0.0,0.0,1.0,0.0,neutral
"If needed , she provides also further information on ferry connections and hotels .","If needed , she provides also further information on ferry connections and hotels .",0.0,0.0,1.0,0.0,neutral
"Both operating profit and turnover for the six-month period increased , respectively from EUR0 .1 m and EUR29 .0 m , as compared to the corresponding period a year ago .","Both operating profit and turnover for the six-month period increased , respectively from EUR0 .1 m and EUR29 .0 m , as compared to the corresponding period a year ago .",0.7506,0.0,0.748,0.252,positive
"Private equity investor CapMan , the owner of Finnish Lumene cosmetics company , is planning to list Lumene .","Private equity investor CapMan , the owner of Finnish Lumene cosmetics company , is planning to list Lumene .",0.0,0.0,1.0,0.0,neutral
"It holds 38 percent of Outokumpu 's shares and voting rights , but in 2001 lawmakers gave it permission to reduce the stake to 10 percent .","It holds 38 percent of Outokumpu 's shares and voting rights , but in 2001 lawmakers gave it permission to reduce the stake to 10 percent .",0.1531,0.0,0.938,0.062,positive
"EXCLUSIVE-BP, China's CNPC to unveil oil alliance - sources","EXCLUSIVE-BP, China's CNPC to unveil oil alliance - sources",0.0,0.0,1.0,0.0,neutral
Yakima created the position for him after emerging from economic downturns of its own .,Yakima created the position for him after emerging from economic downturns of its own .,0.25,0.0,0.867,0.133,positive
$AAPL short some 592.49,$AAPL short some 592.49,0.0,0.0,1.0,0.0,neutral
Lloyds to cut 945 jobs as part of three-year restructuring strategy,Lloyds to cut 945 jobs as part of three-year restructuring strategy,-0.2732,0.174,0.826,0.0,negative
$AMRN You can many times find top and bottoms when shorts start rejoicing or bulls start rejoicing. Currently it is the shorts rejoicing,$AMRN You can many times find top and bottoms when shorts start rejoicing or bulls start rejoicing. Currently it is the shorts rejoicing,0.9217,0.0,0.59,0.41,positive
Grounds for the notification : Tiimari Plc 12/30/2010 issued Capital Convertible Loan allocation decision by the Board on 01/31/2011 .,Grounds for the notification : Tiimari Plc 12/30/2010 issued Capital Convertible Loan allocation decision by the Board on 01/31/2011 .,0.0,0.0,1.0,0.0,neutral
This organization will assume the responsibility for operations in Russia .,This organization will assume the responsibility for operations in Russia .,0.0,0.0,1.0,0.0,neutral
"The Swedish Maritime Administration has closed the Furusund Channel , which Viking Line normally charters en route to Stockholm .","The Swedish Maritime Administration has closed the Furusund Channel , which Viking Line normally charters en route to Stockholm .",0.0,0.0,1.0,0.0,neutral
"SSH COMMUNICATIONS SECURITY CORP STOCK EXCHANGE RELEASE OCTOBER 14 , 2008 AT 2:45 PM The Company updates its full year outlook and estimates its results to remain at loss for the full year .","SSH COMMUNICATIONS SECURITY CORP STOCK EXCHANGE RELEASE OCTOBER 14 , 2008 AT 2:45 PM The Company updates its full year outlook and estimates its results to remain at loss for the full year .",0.2103,0.065,0.847,0.088,positive
"The buildings , with about 40 condominiums each , will be built in 4 or 5 stages .","The buildings , with about 40 condominiums each , will be built in 4 or 5 stages .",0.0,0.0,1.0,0.0,neutral
Barclays PLC & Lloyds Banking Group PLC Are The 2 Banks I'd Buy Today,Barclays PLC & Lloyds Banking Group PLC Are The 2 Banks I'd Buy Today,0.0,0.0,1.0,0.0,neutral
"In Finland , Martela offers a comprehensive service that can cover the entire process of change from initial inventory and design to removal and maintenance .","In Finland , Martela offers a comprehensive service that can cover the entire process of change from initial inventory and design to removal and maintenance .",0.25,0.0,0.917,0.083,positive
"Tesla Motors recalls 2,700 Model X SUVs $TSLA https://t.co/F55dx4aegI","Tesla Motors recalls 2,700 Model X SUVs $TSLA https://t.co/F55dx4aegI",0.0,0.0,1.0,0.0,neutral
The company 's board of directors will propose a dividend of EUR 0.14 for 2008 at the annual general meeting .,The company 's board of directors will propose a dividend of EUR 0.14 for 2008 at the annual general meeting .,0.0,0.0,1.0,0.0,neutral
The last job losses related to these reductions will take place during 2010 .,The last job losses related to these reductions will take place during 2010 .,-0.4019,0.184,0.816,0.0,negative
"Sold out $TZA 45 $PUT (down $1), which were hedging my 45 $CALL. Letting the calls ride solo now.","Sold out $TZA 45 $PUT (down $1), which were hedging my 45 $CALL. Letting the calls ride solo now.",0.0,0.0,1.0,0.0,neutral
"Shares in Royal and Sun Alliance continued to slide back from a 12-month high of 172p last month , after a potential suitor ruled itself out of a takeover bid .","Shares in Royal and Sun Alliance continued to slide back from a 12-month high of 172p last month , after a potential suitor ruled itself out of a takeover bid .",0.296,0.0,0.919,0.081,positive
@Vegastrader66 Looks like good entry for $QIHU here.,@Vegastrader66 Looks like good entry for $QIHU here.,0.6597,0.0,0.526,0.474,positive
"Iso Omena is based in the Matinkyla district of the southern part of the city of Espoo , southern Finland .","Iso Omena is based in the Matinkyla district of the southern part of the city of Espoo , southern Finland .",0.0,0.0,1.0,0.0,neutral
"Furthermore , efficiency improvement measures initiated earlier are now bearing fruit , '' CEO Jan Lang said .","Furthermore , efficiency improvement measures initiated earlier are now bearing fruit , '' CEO Jan Lang said .",0.6705,0.0,0.703,0.297,positive
"LCS 's services cover the whole life cycle of software and information systems , from process modelling and tailored software development , to hosting services , solution management , maintenance and support .","LCS 's services cover the whole life cycle of software and information systems , from process modelling and tailored software development , to hosting services , solution management , maintenance and support .",0.6124,0.0,0.839,0.161,positive
Other shareholder entitlements became effective today .,Other shareholder entitlements became effective today .,0.4767,0.0,0.617,0.383,positive
$YHOO making new HOD,$YHOO making new HOD,0.0,0.0,1.0,0.0,neutral
"Recovery has been evident in the liquid handling business , particularly in areas outside Europe and primarily in North America and Asia .","Recovery has been evident in the liquid handling business , particularly in areas outside Europe and primarily in North America and Asia .",0.0,0.0,1.0,0.0,neutral
The company operates power plants in the Tyumen and Chelyabinsk regions and in the Khanty-Mansi Autonomous District .,The company operates power plants in the Tyumen and Chelyabinsk regions and in the Khanty-Mansi Autonomous District .,0.0,0.0,1.0,0.0,neutral
"In the Baltic countries , sales fell by 40.2 % , and in Russia , by 23.2 % in terms of euros , and by 10.7 % in terms of local currency .","In the Baltic countries , sales fell by 40.2 % , and in Russia , by 23.2 % in terms of euros , and by 10.7 % in terms of local currency .",0.0,0.0,1.0,0.0,neutral
Cash flow from operations in January-December 2008 was a negative EUR 18.1 mn compared to EUR 39.0 mn in the corresponding period in 2007 .,Cash flow from operations in January-December 2008 was a negative EUR 18.1 mn compared to EUR 39.0 mn in the corresponding period in 2007 .,-0.5719,0.144,0.856,0.0,negative
"The Finnish national carrier said net loss in April through June was euro26 million , down from a net profit of euro13 million a year earlier .","The Finnish national carrier said net loss in April through June was euro26 million , down from a net profit of euro13 million a year earlier .",0.1531,0.088,0.802,0.111,positive
"The tightened competition situation in the production automation market has affected net sales during 2006 , Cencorp said .","The tightened competition situation in the production automation market has affected net sales during 2006 , Cencorp said .",-0.1531,0.091,0.909,0.0,negative
3-star analyst Joe Wittine from Longbow Research reiterated a HOLD rating on $NTAP.,3-star analyst Joe Wittine from Longbow Research reiterated a HOLD rating on $NTAP.,0.0,0.0,1.0,0.0,neutral
Our standardised services have met with a positive reception among our customers as well as at Itella .,Our standardised services have met with a positive reception among our customers as well as at Itella .,0.6908,0.0,0.711,0.289,positive
The Kyroskoski investment is to be completed in late 2011 and the +ä+ñnekoski investment in the spring of 2012 .,The Kyroskoski investment is to be completed in late 2011 and the +ä+ñnekoski investment in the spring of 2012 .,0.0,0.0,1.0,0.0,neutral
The Group 's cash flow from operations will be positive .,The Group 's cash flow from operations will be positive .,0.5574,0.0,0.714,0.286,positive
7 March 2011 - Finnish IT company Digia Oyj HEL : DIG1V announced today an agreement with mobile-phone major Nokia Oyj HEL : NOK1V to acquire the commercial licensing and service business related to Nokia 's Qt technology .,7 March 2011 - Finnish IT company Digia Oyj HEL : DIG1V announced today an agreement with mobile-phone major Nokia Oyj HEL : NOK1V to acquire the commercial licensing and service business related to Nokia 's Qt technology .,0.7184,0.0,0.842,0.158,positive
Operating loss totaled EUR 25mn compared to a profit of EUR 63mn in the corresponding period in 2005 .,Operating loss totaled EUR 25mn compared to a profit of EUR 63mn in the corresponding period in 2005 .,0.1531,0.114,0.743,0.144,positive
Renewed AB InBev Bid for SABMiller Ups Stake in Beer Battle,Renewed AB InBev Bid for SABMiller Ups Stake in Beer Battle,-0.3818,0.206,0.794,0.0,negative
Rautaruukki Corporation Stock exchange release 3 December 2009 at 12 noon Ruukki 's construction and engineering divisions are to further improve and adjust their operations in Finland .,Rautaruukki Corporation Stock exchange release 3 December 2009 at 12 noon Ruukki 's construction and engineering divisions are to further improve and adjust their operations in Finland .,0.4404,0.0,0.896,0.104,positive
Etteplan targets to employ at least 20 people in Borl+ñnge .,Etteplan targets to employ at least 20 people in Borl+ñnge .,0.0,0.0,1.0,0.0,neutral
"Thanks to its extensive industry and operations experience , Cybercom offers strategic and technological expertise to these markets : telecom , industry , media , public sector , retail , and banking and financial services .","Thanks to its extensive industry and operations experience , Cybercom offers strategic and technological expertise to these markets : telecom , industry , media , public sector , retail , and banking and financial services .",0.4404,0.0,0.903,0.097,positive
$FB  rejecting HIGHS shortable...at 109,$FB  rejecting HIGHS shortable...at 109,-0.4588,0.429,0.571,0.0,negative
Why AstraZeneca plc & Dixons Carphone PLC Are Red-Hot Growth Stars!,Why AstraZeneca plc & Dixons Carphone PLC Are Red-Hot Growth Stars!,0.4389,0.0,0.757,0.243,positive
Finnish automation solutions developer Cencorp Corporation ( OMX Helsinki : CNC1V ) issued on Thursday ( 18 September ) a profit warning for the third quarter of 2008 .,Finnish automation solutions developer Cencorp Corporation ( OMX Helsinki : CNC1V ) issued on Thursday ( 18 September ) a profit warning for the third quarter of 2008 .,0.296,0.092,0.731,0.177,positive
"Secure your files online Like filling out a tax return , making a backup is boring .","Secure your files online Like filling out a tax return , making a backup is boring .",0.3818,0.134,0.581,0.285,positive
$COST short finally making gains. I will take half my gains at 147,$COST short finally making gains. I will take half my gains at 147,0.5859,0.0,0.676,0.324,positive
$NEON oversold,$NEON oversold,0.0,0.0,1.0,0.0,neutral
The situation of coated magazine printing paper will continue to be weak .,The situation of coated magazine printing paper will continue to be weak .,-0.4404,0.209,0.791,0.0,negative
Stockmann MasterCard has widened the scope of this cooperation to Estonia and Latvia .,Stockmann MasterCard has widened the scope of this cooperation to Estonia and Latvia .,0.0,0.0,1.0,0.0,neutral
EUR 152.4 mn of this was net interest income .,EUR 152.4 mn of this was net interest income .,0.4588,0.0,0.727,0.273,positive
"In the third quarter of 2007 , net sales totaled EUR 25.95 mn , and operating profit EUR 3.88 mn .","In the third quarter of 2007 , net sales totaled EUR 25.95 mn , and operating profit EUR 3.88 mn .",0.4404,0.0,0.854,0.146,positive
"Finnish pulp and paper machinery maker Vaahto Group Oyj swung to a 1.1 mln euro $ 1.4 mln net profit in the fiscal 2005-06 , ended August 31 , 2006 , from a 249,000 euro $ 319,000 net loss in the fiscal 2004-05 .","Finnish pulp and paper machinery maker Vaahto Group Oyj swung to a 1.1 mln euro $ 1.4 mln net profit in the fiscal 2005-06 , ended August 31 , 2006 , from a 249,000 euro $ 319,000 net loss in the fiscal 2004-05 .",0.1531,0.059,0.867,0.074,positive
Swedbank 's shares have been hardest hit of the Swedish banks by the ongoing international financial crisis .,Swedbank 's shares have been hardest hit of the Swedish banks by the ongoing international financial crisis .,-0.4404,0.192,0.704,0.103,negative
"Finnish silicon wafers maker Okmetic Oyj said on September 17 , 2008 that it will invest a total of 15 mln euro $ 21.3 mln in its sensor wafer business .","Finnish silicon wafers maker Okmetic Oyj said on September 17 , 2008 that it will invest a total of 15 mln euro $ 21.3 mln in its sensor wafer business .",0.0,0.0,1.0,0.0,neutral
"The contracts between Raute Corporation and Muling Kemian Wood Products Co. , Ltd. , which were announced on 3 November 2010 , have taken effect .","The contracts between Raute Corporation and Muling Kemian Wood Products Co. , Ltd. , which were announced on 3 November 2010 , have taken effect .",0.0,0.0,1.0,0.0,neutral
"The Nokia Music Store begins trading on Tuesday , selling singles and albums as well as live music streaming .","The Nokia Music Store begins trading on Tuesday , selling singles and albums as well as live music streaming .",0.2732,0.0,0.89,0.11,positive
BP joins forces with Det Norske in Norway,BP joins forces with Det Norske in Norway,0.0,0.0,1.0,0.0,neutral
"Tekla provides 3D software for building and infrastructure engineering , with a focus on building information modelling of steel and concrete structures from design to construction .","Tekla provides 3D software for building and infrastructure engineering , with a focus on building information modelling of steel and concrete structures from design to construction .",0.0,0.0,1.0,0.0,neutral
"In 2009 , Comptel slipped to a net loss of EUR2 .1 m from a profit of EUR6 .6 m in the previous year .","In 2009 , Comptel slipped to a net loss of EUR2 .1 m from a profit of EUR6 .6 m in the previous year .",0.1531,0.104,0.766,0.131,positive
Australia clears AB Inbev's $100 billion SABMiller buyout plan,Australia clears AB Inbev's $100 billion SABMiller buyout plan,0.0772,0.0,0.86,0.14,positive
"For the current year , Raute expects its net sales to increase and the operating result -- to be positive .","For the current year , Raute expects its net sales to increase and the operating result -- to be positive .",0.7096,0.0,0.742,0.258,positive
FTSE 100 flat; Standard Chartered leads risers,FTSE 100 flat; Standard Chartered leads risers,0.0,0.0,1.0,0.0,neutral
"HELSINKI ( AFX ) - Metso said it will upgrade one of UPM-Kymmene 's four paper machines at the latter 's mill in Jaemsaenkoski with a new coating color supply system , machine and process controls and quality measurements .","HELSINKI ( AFX ) - Metso said it will upgrade one of UPM-Kymmene 's four paper machines at the latter 's mill in Jaemsaenkoski with a new coating color supply system , machine and process controls and quality measurements .",0.0,0.0,1.0,0.0,neutral
"Brazilian non-profit interbank Camara Interbancaria de Pagamentos CIP has acquired solutions from US business integration solutions provider Sterling Commerce , the latter company said in a statement .","Brazilian non-profit interbank Camara Interbancaria de Pagamentos CIP has acquired solutions from US business integration solutions provider Sterling Commerce , the latter company said in a statement .",0.34,0.0,0.871,0.129,positive
The net sales of the whole fiscal year 2008 will be lower than in 2007 and operating profit is estimated to be negative .,The net sales of the whole fiscal year 2008 will be lower than in 2007 and operating profit is estimated to be negative .,-0.4588,0.205,0.694,0.101,negative
These restrictions do not apply to statutory dividends .,These restrictions do not apply to statutory dividends .,0.0,0.0,1.0,0.0,neutral
Finnish business software group AffectoGenimap Oyj said its net profit halved to 1.2 mln euro ( $ 1.5 mln ) in the first nine months of 2006 from 2.2 mln euro ( $ 2.8 mln ) in the same period of 2005 .,Finnish business software group AffectoGenimap Oyj said its net profit halved to 1.2 mln euro ( $ 1.5 mln ) in the first nine months of 2006 from 2.2 mln euro ( $ 2.8 mln ) in the same period of 2005 .,0.4404,0.0,0.923,0.077,positive
"Exports of goods fell by 59 % , and imports by 16.7 % .","Exports of goods fell by 59 % , and imports by 16.7 % .",0.0,0.0,1.0,0.0,neutral
$DXCM - Making higher highs & higher lows as it consolidates over past several weeks. 26.70 was all time high (2006).,$DXCM - Making higher highs & higher lows as it consolidates over past several weeks. 26.70 was all time high (2006).,-0.2023,0.091,0.909,0.0,negative
"Equity ratio was 60.9 % compared to 54.2 % In the third quarter of 2007 , net sales of the Frozen Foods Business totaled EUR 11.0 , up by about 5 % from the third quarter of 2006 .","Equity ratio was 60.9 % compared to 54.2 % In the third quarter of 2007 , net sales of the Frozen Foods Business totaled EUR 11.0 , up by about 5 % from the third quarter of 2006 .",0.0,0.0,1.0,0.0,neutral
"Finnair PLC carried a record 8.8 million passengers in 2006 , an increase of 3.5 percent on the previous year , the Finnish national carrier reported Tuesday .","Finnair PLC carried a record 8.8 million passengers in 2006 , an increase of 3.5 percent on the previous year , the Finnish national carrier reported Tuesday .",0.3182,0.0,0.909,0.091,positive
The solid fuel is heated before sludge is mixed therein . '',The solid fuel is heated before sludge is mixed therein . '',0.1531,0.0,0.862,0.138,positive
Changes to the as-built models from the design were communicated to the subcontractors to accommodate them into the steel and GRC glass reinforced concrete fabrication process .,Changes to the as-built models from the design were communicated to the subcontractors to accommodate them into the steel and GRC glass reinforced concrete fabrication process .,0.0,0.0,1.0,0.0,neutral
Sales for the Department Store Division increased by 15 % and sales for the clothing store subsidiary Seppala increased by 8 % Meanwhile sales for Hobby Hall decreased by 12 % .,Sales for the Department Store Division increased by 15 % and sales for the clothing store subsidiary Seppala increased by 8 % Meanwhile sales for Hobby Hall decreased by 12 % .,0.4939,0.0,0.856,0.144,positive
Nokia s U.S. shares were 3.3 percent lower at $ 12.73 by 1750 GMT .,Nokia s U.S. shares were 3.3 percent lower at $ 12.73 by 1750 GMT .,0.0,0.153,0.694,0.153,neutral
$ENDP being sued by FTC.....nobody will buy them with that hanging over their heads,$ENDP being sued by FTC.....nobody will buy them with that hanging over their heads,0.0,0.0,1.0,0.0,neutral
15 September 2010 - Finnish electrical components maker Salcomp Oyj ( HEL : SAL1V ) announced today the launch of its latest Twist charger platform .,15 September 2010 - Finnish electrical components maker Salcomp Oyj ( HEL : SAL1V ) announced today the launch of its latest Twist charger platform .,0.0,0.0,1.0,0.0,neutral
"The EBRD is using its own funds to provide a 21.6 million A loan while the B portion of 10 million Euros has been syndicated to two Finnish commercial banks , Nordea Bank Finland Plc and Pohjola Bank Plc. .","The EBRD is using its own funds to provide a 21.6 million A loan while the B portion of 10 million Euros has been syndicated to two Finnish commercial banks , Nordea Bank Finland Plc and Pohjola Bank Plc. .",0.0,0.0,1.0,0.0,neutral
"Shareholder 's full name and ID code : - Petri Ailus , born 15.9.1966 For further information , please contact Isto Hantila , CEO , tel. +358 9 591 8342 .","Shareholder 's full name and ID code : - Petri Ailus , born 15.9.1966 For further information , please contact Isto Hantila , CEO , tel. +358 9 591 8342 .",0.3182,0.0,0.905,0.095,positive
"$GMCR with the way this has been acting, it may fall to 65 today, horrible action since it hit 70 yesterday","$GMCR with the way this has been acting, it may fall to 65 today, horrible action since it hit 70 yesterday",-0.5423,0.149,0.851,0.0,negative
After the renovation the biggest moulding line in the Orhangazi foundry is the most modern line in Europe .,After the renovation the biggest moulding line in the Orhangazi foundry is the most modern line in Europe .,0.0,0.0,1.0,0.0,neutral
"The financial impact is estimated to be some 1.5 MEUR annual improvement in the division 's result , starting from fiscal year 2007 .","The financial impact is estimated to be some 1.5 MEUR annual improvement in the division 's result , starting from fiscal year 2007 .",0.4588,0.0,0.875,0.125,positive
"Cargotec 's share capital after the increase totals 64,046,460 euros .","Cargotec 's share capital after the increase totals 64,046,460 euros .",0.5423,0.0,0.64,0.36,positive
Olvi expects sales and market share to increase in the first quarter of 2010 .,Olvi expects sales and market share to increase in the first quarter of 2010 .,0.5423,0.0,0.727,0.273,positive
The plant will collect raw material from the Baltic Sea region .,The plant will collect raw material from the Baltic Sea region .,0.0,0.0,1.0,0.0,neutral
"Both operating profit and net sales for the six-month period increased , respectively , from EUR13 .8 m and EUR143 .6 m , as compared to the corresponding period in 2007 .","Both operating profit and net sales for the six-month period increased , respectively , from EUR13 .8 m and EUR143 .6 m , as compared to the corresponding period in 2007 .",0.7506,0.0,0.757,0.243,positive
Tesco share price closes higher as two more directors leave grocer,Tesco share price closes higher as two more directors leave grocer,0.1832,0.117,0.71,0.174,positive
The total capital of funds managed by the bank decreased by 28 % to EUR 284mn by the end of September 2008 .,The total capital of funds managed by the bank decreased by 28 % to EUR 284mn by the end of September 2008 .,0.0,0.0,1.0,0.0,neutral
"The chain posted sales of 298 million euros for full 2005 , a rise of 19.5 percent , year-on-year .","The chain posted sales of 298 million euros for full 2005 , a rise of 19.5 percent , year-on-year .",0.0,0.0,1.0,0.0,neutral
"During the strike , Finnair estimates to incur a net loss of between EUR2m and EUR2 .5 m per day .","During the strike , Finnair estimates to incur a net loss of between EUR2m and EUR2 .5 m per day .",-0.4215,0.202,0.798,0.0,negative
"In contrast , the company 's net loss for the third quarter of 2009 contracted to EUR 76 million from EUR 256 million for the corresponding period a year ago .","In contrast , the company 's net loss for the third quarter of 2009 contracted to EUR 76 million from EUR 256 million for the corresponding period a year ago .",-0.3182,0.078,0.922,0.0,negative
"Net sales by the Sata-Flexo Group came to some EUR4 .3 m in 2007 , and the group companies employed a total of 40 people .","Net sales by the Sata-Flexo Group came to some EUR4 .3 m in 2007 , and the group companies employed a total of 40 people .",0.0,0.0,1.0,0.0,neutral
